edge_id,way_id,name,lat,lon,start_node,end_node
1205147387#0,1205147387,Phố Thành Thái,21.0297092,105.7913695,11531495084,cluster_1691398086_2185731879
1205148105#0,1205148105,Phố Khúc Thừa Dụ,21.0299034,105.7911755,cluster_1691398086_2185731879,10260860313
1205148105#1,1205148105,Phố Khúc Thừa Dụ,21.0302103,105.7912335,10260860313,1691398172
1205148105#2,1205148105,Phố Khúc Thừa Dụ,21.0304723,105.7912798,1691398172,cluster_10765175276_10959198942
1205148105#3,1205148105,Phố Khúc Thừa Dụ,21.0307708,105.7913448,cluster_10765175276_10959198942,10260860315
1205148105#4,1205148105,Phố Khúc Thừa Dụ,21.031055,105.7914029,10260860315,1691398084
1206350890#0,1206350890,Đường Hoàng Quốc Việt,21.0463457,105.8044214,cluster_10312567171_11178508211_445255284,11171318138
1206350890#1,1206350890,Đường Hoàng Quốc Việt,21.0463453,105.8038087,11171318138,cluster_10312567191_445255387
1206350890#10,1206350890,Đường Hoàng Quốc Việt,21.0463396,105.7994695,cluster_10312567187_5698533026,cluster_10312567186_5698533065
1206350890#11,1206350890,Đường Hoàng Quốc Việt,21.046338,105.7992245,cluster_10312567186_5698533065,5698533072
1206350890#12,1206350890,Đường Hoàng Quốc Việt,21.0463373,105.7989711,5698533072,cluster_10312567184_6408752428
1206350890#13,1206350890,Đường Hoàng Quốc Việt,21.0463375,105.7986229,cluster_10312567184_6408752428,309819520
1206350890#14,1206350890,Đường Hoàng Quốc Việt,21.0463365,105.7981519,309819520,7863544885
1206350890#15,1206350890,Đường Hoàng Quốc Việt,21.0463362,105.7980029,7863544885,cluster_10304971652_10304971656_10304971657_1747231312_#1more
1206350890#2,1206350890,Đường Hoàng Quốc Việt,21.0463446,105.8028964,cluster_10312567191_445255387,11171315333
1206350890#3,1206350890,Đường Hoàng Quốc Việt,21.0463443,105.8025319,11171315333,cluster_10312567190_5698533045
1206350890#4,1206350890,Đường Hoàng Quốc Việt,21.0463441,105.8023185,cluster_10312567190_5698533045,cluster_10312567189_5698533027
1206350890#5,1206350890,Đường Hoàng Quốc Việt,21.0463436,105.801649,cluster_10312567189_5698533027,11171315328
1206350890#6,1206350890,Đường Hoàng Quốc Việt,21.0463432,105.8010382,11171315328,11008686285
1206350890#7,1206350890,Đường Hoàng Quốc Việt,21.0463428,105.8008586,11008686285,11250395829
1206350890#8,1206350890,Đường Hoàng Quốc Việt,21.0463423,105.8006001,11250395829,cluster_10312567188_5700864092
1206350890#9,1206350890,Đường Hoàng Quốc Việt,21.0463408,105.7999461,cluster_10312567188_5700864092,cluster_10312567187_5698533026
1210334157#0,1210334157,Đường Hoàng Quốc Việt,21.0460177,105.7821287,10053862006,cluster_10252942440_8340735118
1210334157#1,1210334157,Đường Hoàng Quốc Việt,21.0460166,105.7824915,cluster_10252942440_8340735118,cluster_10252942450_5701303146
1210334157#2,1210334157,Đường Hoàng Quốc Việt,21.0460179,105.7828723,cluster_10252942450_5701303146,9301723175
1210334158#0,1210334158,Đường Hoàng Quốc Việt,21.0460186,105.7830325,9301723175,cluster_10252942434_4725152269
1210334158#1,1210334158,Đường Hoàng Quốc Việt,21.0460187,105.7833019,cluster_10252942434_4725152269,cluster_10252942427_6408257878
1210334175#0,1210334175,Đường Hoàng Quốc Việt,21.046019,105.7835852,cluster_10252942427_6408257878,cluster_10252942428_10252942431
1210334175#1,1210334175,Đường Hoàng Quốc Việt,21.0460196,105.783852,cluster_10252942428_10252942431,5698228786
1210694697#1,1210694697,Phố Tô Hiệu,21.0428574,105.7972416,cluster_10304971563_10304971580_10304971581_10304971588_#2more,1695498234
1210694697#2,1210694697,Phố Tô Hiệu,21.0428619,105.7969036,1695498234,cluster_10304971521_10304971561_10304971618_1695498245
1226379263,1226379263,Phố Chùa Hà,21.0389822,105.7947069,5707249860,317129361
1226381524#0,1226381524,Phố Trần Quý Kiên,21.0385816,105.7918869,444250180,10304262646
1226381524#1,1226381524,Phố Trần Quý Kiên,21.0389268,105.7918798,10304262646,2302148184
1238802571#0,1238802571,Ngõ 68 Đường Cầu Giấy,21.0328416,105.8019618,1691398058,6743235673
1238802571#1,1238802571,Ngõ 68 Đường Cầu Giấy,21.0326901,105.801835,6743235673,10722958700
1238802571#2,1238802571,Ngõ 68 Đường Cầu Giấy,21.0324962,105.8016725,10722958700,1691398060
1238802571#3,1238802571,Ngõ 68 Đường Cầu Giấy,21.0322545,105.8014867,1691398060,1691398077
1238802571#4,1238802571,Ngõ 68 Đường Cầu Giấy,21.031902,105.8012461,1691398077,1691398089
1238802571#5,1238802571,Ngõ 68 Đường Cầu Giấy,21.0314628,105.8009047,1691398089,cluster_5719519974_7484367138
1238802571#7,1238802571,Ngõ 68 Đường Cầu Giấy,21.0311423,105.8005792,cluster_5719519974_7484367138,cluster_10262599688_1691398061
1239581821,1239581821,Đường Phạm Hùng,21.034997,105.7806139,cluster_4084743298_6606797243,2302158753
1239581822#0,1239581822,Đường Xuân Thủy,21.0364378,105.7810484,cluster_10259539418_1696156956,11773376933
1239581822#1,1239581822,Đường Xuân Thủy,21.036556,105.7814081,11773376933,2302158752
1239628944,1239628944,Đường Hoàng Quốc Việt,21.0460635,105.7983108,7863544888,cluster_11189743756_5701617895
1240182989,1240182989,Đường Phạm Văn Đồng,21.0372248,105.7809183,4048412951,1696156999
1240182990#0,1240182990,Đường Xuân Thủy,21.0367976,105.7814478,2302158601,cluster_11773376932_4751723695
1240205396#1,1240205396,Đường Hoàng Quốc Việt,21.0460173,105.781741,cluster_10311334653_10311334655_448814812_5527201947,10053862006
1240344625#0,1240344625,Đường Phạm Hùng,21.0319772,105.780073,1691398156,5716980979
1240344625#1,1240344625,Đường Phạm Hùng,21.0326809,105.780197,5716980979,8129888986
1240344626,1240344626,Đường Phạm Văn Đồng,21.0386342,105.7810089,1696156999,438033682
1240344627#2,1240344627,Đường Phạm Văn Đồng,21.0400562,105.7806716,cluster_11563086816_11563086818,8672321816
1240344627#3,1240344627,Đường Phạm Văn Đồng,21.0398801,105.7806614,8672321816,8001920167
1240344627#4,1240344627,Đường Phạm Văn Đồng,21.0396002,105.7806475,8001920167,8672321814
1240365575#0,1240365575,Đường Nguyễn Phong Sắc,21.0399155,105.790596,2302149450,10304262651
1240365575#1,1240365575,Đường Nguyễn Phong Sắc,21.0400263,105.7905947,10304262651,cluster_10238223263_10248832798_10304262652_10304262653_#5more
1240365576#1,1240365576,Phố Trần Đăng Ninh,21.0399863,105.790755,cluster_10238223263_10248832798_10304262652_10304262653_#5more,2302148181
1240365577,1240365577,Đường Nguyễn Khánh Toàn,21.0389762,105.7976806,cluster_10304029961_10304029964_10304029965_4206777017_#1more,cluster_10304029927_10304029928_10304029946_10304029962_#2more
1240365578#1,1240365578,Đường Nguyễn Văn Huyên,21.0393348,105.797774,cluster_10304029927_10304029928_10304029946_10304029962_#2more,421482003
1240683345#1,1240683345,Đường Cầu Giấy,21.0361811,105.7902615,10261948229,1696973612
1240683346#0,1240683346,Đường Cầu Giấy,21.0363316,105.7902929,1696973611,6638402716
1240683346#1,1240683346,Đường Cầu Giấy,21.0364025,105.7900026,6638402716,cluster_1221130550_1498129089_1696156927_1696156950_#2more
1240683351#0,1240683351,Đường Xuân Thủy,21.0363097,105.7893088,5710318136,cluster_1221130550_1498129089_1696156927_1696156950_#2more
1240683353,1240683353,Phố Phạm Tuấn Tài,21.0461865,105.7863528,cluster_10312567029_11210222102_11210222103_9301760726,cluster_10312567030_9301760719
1241122650#0,1241122650,Phố Thành Thái,21.0296296,105.7918034,cluster_11167471356_1691398065,12272843292
1241122650#1,1241122650,Phố Thành Thái,21.0296716,105.7916367,12272843292,11531495084
1241605219#0,1241605219,Đường Cầu Giấy,21.0359737,105.790953,1696973612,cluster_1696156980_1696156982_444250174_6638366121_#2more
1242174639,1242174639,Đường Nguyễn Khánh Toàn,21.039066,105.7976822,cluster_10304029927_10304029928_10304029946_10304029962_#2more,cluster_10304029961_10304029964_10304029965_4206777017_#1more
1254507006#6,1254507006,Ngõ 66 Dịch Vọng Hậu,21.0322114,105.7842968,5430736850,5717020110
1254507006#7,1254507006,Ngõ 66 Dịch Vọng Hậu,21.0324278,105.7840605,5717020110,6628639120
1254507006#8,1254507006,Ngõ 66 Dịch Vọng Hậu,21.0325463,105.7839098,6628639120,1025803424
1254814821#0,1254814821,Phố Dịch Vọng Hậu,21.0334141,105.7880016,cluster_13096065958_1707941856,11675862886
1254814821#1,1254814821,Phố Dịch Vọng Hậu,21.0333321,105.7883727,11675862886,10232835339
1254814821#2,1254814821,Phố Dịch Vọng Hậu,21.0332845,105.7885879,10232835339,cluster_1221130549_1707941854
1255919811#0,1255919811,Ngõ 1 Phố Dịch Vọng Hậu,21.0321402,105.7878794,1707941881,11675862888
1255919811#1,1255919811,Ngõ 1 Phố Dịch Vọng Hậu,21.0325026,105.787972,11675862888,11675862887
1255919811#2,1255919811,Ngõ 1 Phố Dịch Vọng Hậu,21.0330299,105.7881073,11675862887,11675862886
1255919812,1255919812,Ngõ 25 Phố Dịch Vọng Hậu,21.0324062,105.7875751,8323413164,11675862888
1256457624#0,1256457624,Đường Cầu Giấy,21.0338252,105.7975793,4206777047,1729980601
1256457624#1,1256457624,Đường Cầu Giấy,21.0339799,105.7973687,1729980601,4206777034
1271090830#1,1271090830,Phố Tôn Thất Thuyết,21.0284633,105.7809787,6629490558,6629490555
1287590942,1287590942,Phố Tôn Thất Thuyết,21.0280359,105.7838568,cluster_10225809077_4074799405_4107104799,5716813535
1292780148#3,1292780148,Phố Trần Quốc Hoàn,21.0417297,105.7846086,10220846268,cluster_10248704931_11556258287
1314534273#0,1314534273,Đường Nguyễn Văn Huyên,21.0343391,105.797325,4206777046,13388817945
1314534274,1314534274,Đường Cầu Giấy,21.034126,105.797105,4206777034,92384532
1325575768#0,1325575768,Đường Cầu Giấy,21.0316983,105.7995668,cluster_10260860235_5719328760,cluster_10260860238_5719519963
1325575768#1,1325575768,Đường Cầu Giấy,21.0312389,105.8000377,cluster_10260860238_5719519963,cluster_10260860239_1748294282
1325575768#2,1325575768,Đường Cầu Giấy,21.0309704,105.8003101,cluster_10260860239_1748294282,cluster_10260860240_1696156930
1325575768#3,1325575768,Đường Cầu Giấy,21.0305331,105.8007814,cluster_10260860240_1696156930,6443034310
1325575769#0,1325575769,Đường Cầu Giấy,21.0306876,105.8008488,317367023,cluster_10262599688_1691398061
1325575769#1,1325575769,Đường Cầu Giấy,21.0311927,105.8003004,cluster_10262599688_1691398061,cluster_10262599687_6408225707
1325575769#2,1325575769,Đường Cầu Giấy,21.0315213,105.7999719,cluster_10262599687_6408225707,cluster_10262599686_6408505365
1325575769#3,1325575769,Đường Cầu Giấy,21.0317569,105.7997401,cluster_10262599686_6408505365,cluster_11240615957_12853532307
1325575769#4,1325575769,Đường Cầu Giấy,21.031906,105.7995708,cluster_11240615957_12853532307,6620725509
1339280401#0,1339280401,Phố Nguyễn Đỗ Cung,21.03876,105.7937936,1695498253,5707249887
1339280401#1,1339280401,Phố Nguyễn Đỗ Cung,21.0387616,105.7940739,5707249887,5707249885
1339280401#2,1339280401,Phố Nguyễn Đỗ Cung,21.0387642,105.7944863,5707249885,317129361
1339280402#0,1339280402,Phố Nguyễn Đỗ Cung,21.0392367,105.7930971,1695508224,5707249880
1339280402#1,1339280402,Phố Nguyễn Đỗ Cung,21.0389051,105.7935114,5707249880,1695498253
1339282522,1339282522,Phố Nguyễn Đỗ Cung,21.0404017,105.7915139,1695498256,1695508251
1349483150#4,1349483150,Đường Nguyễn Khánh Toàn,21.0358406,105.8034497,cluster_10304029810_5716290030,cluster_10304029809_5716287818
1349483150#5,1349483150,Đường Nguyễn Khánh Toàn,21.0362155,105.8029717,cluster_10304029809_5716287818,cluster_10304025908_421477677
1349483150#6,1349483150,Đường Nguyễn Khánh Toàn,21.0363944,105.8027437,cluster_10304025908_421477677,10304029826
1349483150#7,1349483150,Đường Nguyễn Khánh Toàn,21.0366576,105.8024111,10304029826,10304029834
1355183494#1,1355183494,Đường Cầu Giấy,21.0286551,105.8052202,cluster_11107112914_12559133535,11194630358
1359074565#0,1359074565,Đường Phạm Hùng,21.0360868,105.780871,5710089660,10259539409
1359074565#1,1359074565,Đường Phạm Hùng,21.0362306,105.7809085,10259539409,cluster_10259539418_1696156956
1361646381,1361646381,Cầu vượt Mai Dịch,21.0358444,105.7806157,10943481551,10943481552
136572163#0,136572163,Đường Nguyễn Khánh Toàn,21.0387419,105.7959627,cluster_1498129092_317129278,10304262537
136572163#1,136572163,Đường Nguyễn Khánh Toàn,21.0382291,105.7954491,10304262537,10304262542
136572163#2,136572163,Đường Nguyễn Khánh Toàn,21.0379171,105.7951412,10304262542,cluster_10304135400_10304262536
136572163#3,136572163,Đường Nguyễn Khánh Toàn,21.03778,105.7949219,cluster_10304135400_10304262536,1498139267
136572164#1,136572164,Phố Chùa Hà,21.0412727,105.7944942,cluster_10304971560_317129311,2185173547
136572164#2,136572164,Phố Chùa Hà,21.0407868,105.7945034,2185173547,2185173511
136572164#3,136572164,Phố Chùa Hà,21.0404624,105.7945169,2185173511,450845888
136572164#4,136572164,Phố Chùa Hà,21.039792,105.7946153,450845888,317129365
136572164#5,136572164,Phố Chùa Hà,21.0393466,105.7946836,317129365,5707249860
1368317682#0,1368317682,Đường Xuân Thủy,21.0364735,105.7895024,cluster_1221130550_1498129089_1696156927_1696156950_#2more,6624973476
1368317682#1,1368317682,Đường Xuân Thủy,21.0364996,105.7891001,6624973476,cluster_10261948237_5707159939
148202856#0,148202856,Đường Nguyễn Phong Sắc,21.0364777,105.7899613,cluster_1221130550_1498129089_1696156927_1696156950_#2more,4048412950
148202856#1,148202856,Đường Nguyễn Phong Sắc,21.0367397,105.7900791,4048412950,cluster_10304262598_11245125932
148202856#2,148202856,Đường Nguyễn Phong Sắc,21.0371491,105.7901902,cluster_10304262598_11245125932,cluster_10304262599_2302146477
148202856#3,148202856,Đường Nguyễn Phong Sắc,21.0380803,105.7904494,cluster_10304262599_2302146477,cluster_10304262600_1613087891
148202856#5,148202856,Đường Nguyễn Phong Sắc,21.0386529,105.7905734,cluster_10304262600_1613087891,cluster_10304262601_1695508223
148202856#6,148202856,Đường Nguyễn Phong Sắc,21.039362,105.7905917,cluster_10304262601_1695508223,2302149450
148202883#0,148202883,Đường Nguyễn Khánh Toàn,21.0391308,105.7980435,cluster_1498129106_421477909,cluster_10304029927_10304029928_10304029946_10304029962_#2more
148202890#10,148202890,Phố Quan Hoa,21.0307841,105.8014145,5719519966,10262599692
148202890#11,148202890,Phố Quan Hoa,21.0305566,105.8012069,10262599692,317367023
148202890#7,148202890,Phố Quan Hoa,21.0319892,105.8025006,6408482841,6408482837
148202890#8,148202890,Phố Quan Hoa,21.0313774,105.8019521,6408482837,5719519971
148202890#9,148202890,Phố Quan Hoa,21.0310346,105.8016419,5719519971,5719519966
148202925#1,148202925,Phố Chùa Hà,21.0348642,105.7951917,cluster_10261948323_324286262,6408321391
148202925#10,148202925,Phố Chùa Hà,21.0363389,105.794957,5622772593,10302042087
148202925#11,148202925,Phố Chùa Hà,21.0365981,105.7948967,10302042087,1613087880
148202925#12,148202925,Phố Chùa Hà,21.0370796,105.7947641,1613087880,10304135396
148202925#13,148202925,Phố Chùa Hà,21.0373035,105.7946101,10304135396,1312645241
148202925#2,148202925,Phố Chùa Hà,21.0350437,105.7952045,6408321391,1613087868
148202925#3,148202925,Phố Chùa Hà,21.0352273,105.7952112,1613087868,1613087870
148202925#4,148202925,Phố Chùa Hà,21.0354061,105.7952008,1613087870,2175018109
148202925#5,148202925,Phố Chùa Hà,21.0355078,105.7951719,2175018109,11378800925
148202925#6,148202925,Phố Chùa Hà,21.0355919,105.7951569,11378800925,2175018110
148202925#7,148202925,Phố Chùa Hà,21.035741,105.7951196,2175018110,2175018112
148202925#8,148202925,Phố Chùa Hà,21.0358841,105.7950743,2175018112,2175018116
148202925#9,148202925,Phố Chùa Hà,21.0360784,105.7950249,2175018116,5622772593
155787301#2,155787301,Ngõ 462 Đường Bưởi,21.0429809,105.8064944,1681648889,4084101574
155925981#0,155925981,Đường Bưởi,21.0421031,105.8064497,1682641610,4843388412
155925981#1,155925981,Đường Bưởi,21.0426645,105.8063731,4843388412,4084101574
155925981#2,155925981,Đường Bưởi,21.0431516,105.8063361,4084101574,12397376013
155925981#3,155925981,Đường Bưởi,21.0434585,105.8063348,12397376013,12397376011
155925981#4,155925981,Đường Bưởi,21.0437019,105.8063401,12397376011,12397376009
155925981#5,155925981,Đường Bưởi,21.0439346,105.8063463,12397376009,12397376008
155925981#6,155925981,Đường Bưởi,21.0443272,105.8063601,12397376008,4843388429
155925981#7,155925981,Đường Bưởi,21.0452095,105.8062995,4843388429,8299506220
155925981#8,155925981,Đường Bưởi,21.0459192,105.8062957,8299506220,4789919584
156785163#1,156785163,Ngõ 2 Phố Hoàng Sâm,21.044751,105.7989212,1690247031,1690247029
156785163#2,156785163,Ngõ 2 Phố Hoàng Sâm,21.0439517,105.7989266,1690247029,1690247094
156785163#3,156785163,Ngõ 2 Phố Hoàng Sâm,21.0432412,105.7989321,1690247094,cluster_1745068351_2185283219
156898451#0,156898451,Ngõ 143 Phố Quan Hoa,21.034857,105.8040025,1691398129,5716306078
156898451#1,156898451,Ngõ 143 Phố Quan Hoa,21.0354751,105.803217,5716306078,cluster_11760685883_5716287810
156898466#0,156898466,Ngõ 49 Phố Trần Đăng Ninh,21.0366207,105.7936399,444250177,cluster_10304262513_1691398128
157338919#0,157338919,Phố Tô Hiệu,21.0416428,105.7940622,cluster_10304971560_317129311,cluster_10304971616_1695498293
157338919#1,157338919,Phố Tô Hiệu,21.0416386,105.7934328,cluster_10304971616_1695498293,cluster_10304971559_1695498264
157338919#2,157338919,Phố Tô Hiệu,21.0416421,105.7929042,cluster_10304971559_1695498264,cluster_10304971558_10304971614_1695498265
157338919#3,157338919,Phố Tô Hiệu,21.0416493,105.7921725,cluster_10304971558_10304971614_1695498265,cluster_10304971613_1613088022
157338919#4,157338919,Phố Tô Hiệu,21.0416517,105.7916968,cluster_10304971613_1613088022,cluster_11641081271_11641081272
157338919#5,157338919,Phố Tô Hiệu,21.041653,105.7912461,cluster_11641081271_11641081272,cluster_10304971612_5703749361
157338919#6,157338919,Phố Tô Hiệu,21.0416547,105.7907064,cluster_10304971612_5703749361,10280203890
157338919#7,157338919,Phố Tô Hiệu,21.0416544,105.7905679,10280203890,cluster_10236726395_10280203882_317129293
157338935#1,157338935,Phố Tô Hiệu,21.0456785,105.7966183,cluster_10312567096_309819533,1695498270
157338935#2,157338935,Phố Tô Hiệu,21.0451117,105.7966196,1695498270,5701617881
157338935#3,157338935,Phố Tô Hiệu,21.0446954,105.79662,5701617881,1695498263
157338935#4,157338935,Phố Tô Hiệu,21.0443457,105.7966198,1695498263,1695498303
157338935#5,157338935,Phố Tô Hiệu,21.0439731,105.7966202,1695498303,1696973606
157338935#6,157338935,Phố Tô Hiệu,21.0435641,105.7966203,1696973606,1696973601
157338935#7,157338935,Phố Tô Hiệu,21.0432883,105.7966206,1696973601,5703803125
157338935#8,157338935,Phố Tô Hiệu,21.043054,105.7966212,5703803125,cluster_10304971521_10304971561_10304971618_1695498245
157339298#2,157339298,Ngõ 233 Phố Tô Hiệu,21.0404592,105.792595,1695508268,1695508271
157339298#3,157339298,Ngõ 233 Phố Tô Hiệu,21.0407195,105.7925905,1695508271,1695508247
157339298#4,157339298,Ngõ 233 Phố Tô Hiệu,21.0411051,105.7925836,1695508247,5703801312
157339298#5,157339298,Ngõ 233 Phố Tô Hiệu,21.041415,105.7925782,5703801312,cluster_10304971558_10304971614_1695498265
157339300#0,157339300,Nội khu Làng Quốc Tế Thăng Long,21.0394142,105.7931219,1695508224,5707249882
157339300#1,157339300,Nội khu Làng Quốc Tế Thăng Long,21.0394546,105.7936085,5707249882,5707249886
157339300#2,157339300,Nội khu Làng Quốc Tế Thăng Long,21.0394603,105.7940607,5707249886,1695508267
157339300#3,157339300,Nội khu Làng Quốc Tế Thăng Long,21.0394651,105.7944745,1695508267,317129365
157339303#0,157339303,Ngõ 89 Đường Nguyễn Phong Sắc,21.0396977,105.7880631,1695508240,1745050392
157339303#1,157339303,Ngõ 89 Đường Nguyễn Phong Sắc,21.0396882,105.7887113,1745050392,1745050358
157339303#2,157339303,Ngõ 89 Đường Nguyễn Phong Sắc,21.0396811,105.7893547,1745050358,8334914594
157339303#3,157339303,Ngõ 89 Đường Nguyễn Phong Sắc,21.0396747,105.7899432,8334914594,cluster_10272719105_10280203864
157339303#5,157339303,Ngõ 89 Đường Nguyễn Phong Sắc,21.0396704,105.7903264,cluster_10272719105_10280203864,2302146467
157339312#0,157339312,Đường B3 Làng Quốc Tế Thăng Long,21.0402866,105.7921188,1695508251,1695508268
157394813,157394813,Đường Cầu Giấy,21.0362491,105.7899724,cluster_1221130550_1498129089_1696156927_1696156950_#2more,10261948229
157394824#0,157394824,Phố Trương Công Giai,21.0357472,105.7914434,cluster_1696156980_1696156982_444250174_6638366121_#2more,1696157003
157394824#1,157394824,Phố Trương Công Giai,21.035605,105.7913748,1696157003,cluster_10232835472_5710551794
157394824#2,157394824,Phố Trương Công Giai,21.0353221,105.7912271,cluster_10232835472_5710551794,cluster_11813491208_11813500980
157394824#3,157394824,Phố Trương Công Giai,21.0349812,105.7910444,cluster_11813491208_11813500980,cluster_10260853627_5710551790
157394824#4,157394824,Phố Trương Công Giai,21.0345328,105.7908039,cluster_10260853627_5710551790,cluster_10292538818_10292538821
157394824#5,157394824,Phố Trương Công Giai,21.0342198,105.790628,cluster_10292538818_10292538821,cluster_10233068748_10260853675_10260853677_10260853681_#1more
157394824#8,157394824,Phố Trương Công Giai,21.0338061,105.7904715,cluster_10233068748_10260853675_10260853677_10260853681_#1more,cluster_10233068682_6403277266
157394824#9,157394824,Phố Trương Công Giai,21.0333599,105.7903625,cluster_10233068682_6403277266,10260853688
157394825#0,157394825,Phố Trần Thái Tông,21.0343918,105.7889572,cluster_1691398073_1881896646,6624973471
157394825#1,157394825,Phố Trần Thái Tông,21.0342869,105.7889309,6624973471,cluster_10232835349_6406088169
157394825#2,157394825,Phố Trần Thái Tông,21.0339335,105.7888451,cluster_10232835349_6406088169,cluster_10232835348_5710551817
157394825#3,157394825,Phố Trần Thái Tông,21.0335601,105.7887548,cluster_10232835348_5710551817,6625014977
157394825#4,157394825,Phố Trần Thái Tông,21.0333858,105.7887122,6625014977,cluster_1221130549_1707941854
157394825#5,157394825,Phố Trần Thái Tông,21.0331664,105.7886613,cluster_1221130549_1707941854,6625029790
157394825#6,157394825,Phố Trần Thái Tông,21.0325342,105.7885077,6625029790,6625029788
157394825#7,157394825,Phố Trần Thái Tông,21.0319247,105.7883566,6625029788,cluster_1221130541_1707941869
157394825#8,157394825,Phố Trần Thái Tông,21.031741,105.7883062,cluster_1221130541_1707941869,6625029786
157394825#9,157394825,Phố Trần Thái Tông,21.0311082,105.7881524,6625029786,5719258317
157394828,157394828,Cầu Giấy,21.0303741,105.80133,5719519945,317367023
158632065#1,158632065,Ngõ 84 Phố Trần Thái Tông,21.0318908,105.788024,1707941881,10232835326
158632065#2,158632065,Ngõ 84 Phố Trần Thái Tông,21.0318417,105.7882455,10232835326,cluster_1221130541_1707941869
158632069#4,158632069,Phố Dịch Vọng Hậu,21.0295147,105.7860693,cluster_10225809113_1750743102,10225916085
158632069#5,158632069,Phố Dịch Vọng Hậu,21.0299638,105.7861512,10225916085,cluster_12337414886_12337414889_1707941858_6624890274_#1more
162640270#0,162640270,Ngõ 3 Phạm Tuấn Tài,21.0440963,105.7845837,1748198000,5701326819
162640270#1,162640270,Ngõ 3 Phạm Tuấn Tài,21.0439125,105.7848153,5701326819,1748197984
162640270#2,162640270,Ngõ 3 Phạm Tuấn Tài,21.0436708,105.7851199,1748197984,5701329623
162640270#3,162640270,Ngõ 3 Phạm Tuấn Tài,21.0434164,105.7854404,5701329623,6408442369
162640270#4,162640270,Ngõ 3 Phạm Tuấn Tài,21.0432333,105.7856712,6408442369,cluster_11555543697_1748197998
162640270#6,162640270,Ngõ 3 Phạm Tuấn Tài,21.043023,105.7859362,cluster_11555543697_1748197998,10247852363
162640270#7,162640270,Ngõ 3 Phạm Tuấn Tài,21.0428709,105.7861278,10247852363,1745050282
162931629#1,162931629,Phố Phạm Tuấn Tài,21.0458864,105.7863541,cluster_10312567030_9301760719,10212441045
162931629#2,162931629,Phố Phạm Tuấn Tài,21.0455206,105.7863549,10212441045,cluster_10248825769_9301760740
162931629#3,162931629,Phố Phạm Tuấn Tài,21.0451447,105.7863558,cluster_10248825769_9301760740,cluster_10248857562_1748197987
162931629#4,162931629,Phố Phạm Tuấn Tài,21.0448963,105.7863565,cluster_10248857562_1748197987,cluster_10248857563_1748197985
162931629#5,162931629,Phố Phạm Tuấn Tài,21.0446641,105.7863571,cluster_10248857563_1748197985,cluster_10248857561_1748197986
162931629#6,162931629,Phố Phạm Tuấn Tài,21.0444173,105.7863576,cluster_10248857561_1748197986,cluster_10248857555_1748197977
162931629#7,162931629,Phố Phạm Tuấn Tài,21.0438415,105.7863535,cluster_10248857555_1748197977,10269195204
162931638#0,162931638,Ngõ 49 Phố Trần Cung,21.047085,105.7893906,11546038477,11545474468
162931638#9,162931638,Ngõ 49 Phố Trần Cung,21.0467237,105.7883358,cluster_11545491632_11546008903,11545705284
163042040#0,163042040,Ngõ 2 Phố Đặng Thùy Trâm,21.0452241,105.7833042,1748197968,5701303130
163042040#1,163042040,Ngõ 2 Phố Đặng Thùy Trâm,21.0452236,105.7835983,5701303130,5701303127
163042040#2,163042040,Ngõ 2 Phố Đặng Thùy Trâm,21.045223,105.7839369,5701303127,cluster_10212401304_9301860899
163053434#3,163053434,395 Nguyễn Khang,21.0284109,105.7994197,7483620054,1748294239
163053434#4,163053434,395 Nguyễn Khang,21.0294227,105.8002843,1748294239,10260860242
164031250,164031250,Đường Bưởi,21.0469373,105.8058448,419039169,4843388368
180131788#2,180131788,Đường Nguyễn Khánh Toàn,21.0381771,105.8004473,cluster_10304029829_423736198,cluster_10304029874_1690247159
180131788#3,180131788,Đường Nguyễn Khánh Toàn,21.0386346,105.7998737,cluster_10304029874_1690247159,10304029878
180131788#4,180131788,Đường Nguyễn Khánh Toàn,21.0388097,105.7996487,10304029878,5707401124
180131788#5,180131788,Đường Nguyễn Khánh Toàn,21.0389947,105.7993421,5707401124,11117162060
180131788#6,180131788,Đường Nguyễn Khánh Toàn,21.0391135,105.7988064,11117162060,cluster_1498129106_421477909
181564349#0,181564349,Phố Trần Đăng Ninh,21.0371575,105.7941154,1919784843,10304262555
181564349#1,181564349,Phố Trần Đăng Ninh,21.036837,105.7940751,10304262555,cluster_10304262513_1691398128
184919488#0,184919488,Đường Nguyễn Khánh Toàn,21.037607,105.7948631,1312645241,cluster_10304135400_10304262536
184919488#1,184919488,Đường Nguyễn Khánh Toàn,21.0378671,105.7951963,cluster_10304135400_10304262536,10304262541
184919488#2,184919488,Đường Nguyễn Khánh Toàn,21.0381816,105.7955043,10304262541,10304262538
184919488#3,184919488,Đường Nguyễn Khánh Toàn,21.0387039,105.7960081,10304262538,cluster_1498129092_317129278
184919490#1,184919490,Phố Trần Đăng Ninh,21.0383662,105.792998,cluster_10304262630_317129360,cluster_10304262629_5707159925
184919490#2,184919490,Phố Trần Đăng Ninh,21.0386642,105.7926299,cluster_10304262629_5707159925,cluster_10304262628_10819000189_2302149449_2302149451_#1more
184919490#4,184919490,Phố Trần Đăng Ninh,21.039004,105.7922145,cluster_10304262628_10819000189_2302149449_2302149451_#1more,cluster_10304262627_1695508242
184919490#5,184919490,Phố Trần Đăng Ninh,21.0392691,105.7918826,cluster_10304262627_1695508242,cluster_10304262658_2302149452
