edge_id,way_id,name,lat,lon,start_node,end_node
-399416502#16,399416502,Phố Nghĩa Tân,21.0434494,105.7905361,317129335,cluster_11755178882_5485835832
-399416502#18,399416502,Phố Nghĩa Tân,21.0434549,105.789665,10222627136,10312567126
-399416502#19,399416502,Phố Nghĩa Tân,21.0434539,105.7886825,10240069428,10222627136
-399416502#2,399416502,Phố Nghĩa Tân,21.0458386,105.7946296,6408442374,cluster_10312567087_10312567108_4021678127_5701617896
-399416502#20,399416502,Phố Nghĩa Tân,21.0434535,105.788086,9301727082,10240069428
-399416502#21,399416502,Phố Nghĩa Tân,21.0434531,105.7877491,5703749404,9301727082
-399416502#22,399416502,Phố Nghĩa Tân,21.0434528,105.7874434,11548467291,5703749404
-399416502#23,399416502,Phố Nghĩa Tân,21.0434523,105.7873322,cluster_10312567140_8823552865,11548467291
-399416502#24,399416502,Phố Nghĩa Tân,21.0434522,105.787114,10269855946,cluster_10312567140_8823552865
-399416502#25,399416502,Phố Nghĩa Tân,21.043462,105.7866176,10269195204,10269855946
-399416502#3,399416502,Phố Nghĩa Tân,21.0455082,105.7946261,2105753389,6408442374
-399416502#4,399416502,Phố Nghĩa Tân,21.0452756,105.7946245,11637858788,2105753389
-402562120#1,402562120,Ngõ 210 Đường Hoàng Quốc Việt,21.0463983,105.7882275,11545491583,cluster_10312567031_1735982708
-405269245#0,405269245,Ngõ 78 Duy Tân,21.031118,105.7834382,10230902548,cluster_10225916111_4064826363
-405269245#1,405269245,Ngõ 78 Duy Tân,21.0316693,105.7834033,cluster_10230902537_5717021130,10230902548
-405269245#2,405269245,Ngõ 78 Duy Tân,21.0324007,105.7833555,10230902571,cluster_10230902537_5717021130
-405269245#3,405269245,Ngõ 78 Duy Tân,21.0325837,105.7833439,cluster_4877044533_4877044534,10230902571
-405269245#5,405269245,Ngõ 78 Duy Tân,21.0328596,105.783314,5717021127,cluster_4877044533_4877044534
-405269245#6,405269245,Ngõ 78 Duy Tân,21.0330631,105.7832953,5717021126,5717021127
-405269245#7,405269245,Ngõ 78 Duy Tân,21.0333263,105.7832738,6620589976,5717021126
-405269245#8,405269245,Ngõ 78 Duy Tân,21.0337651,105.7832362,6620589979,6620589976
-405269245#9,405269245,Ngõ 78 Duy Tân,21.0341527,105.7832106,4074799409,6620589979
-405269246#2,405269246,Ngõ 15 Duy Tân,21.0300733,105.7835391,4084724888,4064826362
-479402133#1,479402133,Ngõ 487 Đường Hoàng Quốc Việt,21.0457683,105.7831293,8822903925,cluster_10252942434_4725152269
-479402133#2,479402133,Ngõ 487 Đường Hoàng Quốc Việt,21.0453937,105.7831314,1748197968,8822903925
-570591931#1,570591931,Ngõ 82 Phố Duy Tân,21.0315491,105.7824803,5717068940,cluster_10225916110_10225965952_4064826360
-570591931#2,570591931,Ngõ 82 Phố Duy Tân,21.0321698,105.7827432,5717068938,5717068940
-570591931#3,570591931,Ngõ 82 Phố Duy Tân,21.0322228,105.7833023,cluster_10230902537_5717021130,5717068938
-570591934#2,570591934,Ngõ 11 Duy Tân,21.0300002,105.7839767,1025803416,5719132655
-570591934#3,570591934,Ngõ 11 Duy Tân,21.0293264,105.7840392,1750743095,1025803416
-570591934#4,570591934,Ngõ 11 Duy Tân,21.0286063,105.7841108,5719132319,1750743095
-570591934#5,570591934,Ngõ 11 Duy Tân,21.028268,105.7841422,cluster_10225809081_1613087828_1613087831,5719132319
-570591936#0,570591936,Phố Duy Tân,21.0309176,105.7836532,cluster_10225916111_4064826363,cluster_10225965944_1691398123
-570591936#1,570591936,Phố Duy Tân,21.0309656,105.7833441,10225965961,cluster_10225916111_4064826363
-570591936#10,570591936,Phố Duy Tân,21.0314386,105.7802947,cluster_10225916105_5719125621,cluster_10225916109_6620503409
-570591936#11,570591936,Phố Duy Tân,21.0314656,105.7801113,10225965954,cluster_10225916105_5719125621
-570591936#12,570591936,Phố Duy Tân,21.0314737,105.7800531,1691398156,10225965954
-570591936#2,570591936,Phố Duy Tân,21.0310391,105.7828814,cluster_10225916110_10225965952_4064826360,10225965961
-570591936#3,570591936,Phố Duy Tân,21.0311496,105.7821754,6620503412,cluster_10225916110_10225965952_4064826360
-570591936#4,570591936,Phố Duy Tân,21.0311885,105.7819237,cluster_4084743291_6620474986_6620503411,6620503412
-570591936#5,570591936,Phố Duy Tân,21.0312221,105.7817093,6620503410,cluster_4084743291_6620474986_6620503411
-570591936#6,570591936,Phố Duy Tân,21.0312563,105.7814868,cluster_13088553212_13088553215,6620503410
-570591936#7,570591936,Phố Duy Tân,21.0312908,105.7812634,cluster_12912069163_12912069165,cluster_13088553212_13088553215
-570591936#8,570591936,Phố Duy Tân,21.031345,105.7809137,cluster_12912069160_12912069164,cluster_12912069163_12912069165
-570591936#9,570591936,Phố Duy Tân,21.0313981,105.7805693,cluster_10225916109_6620503409,cluster_12912069160_12912069164
-570591937#1,570591937,Ngõ 45 Trần Thái Tông,21.0341193,105.7901958,cluster_10232835471_5710551809,cluster_10233068748_10260853675_10260853677_10260853681_#1more
-570600511#0,570600511,Ngõ 385 Đường Hoàng Quốc Việt,21.0435746,105.7926633,cluster_1745050224_5703749344,320220793
-570600511#10,570600511,Ngõ 385 Đường Hoàng Quốc Việt,21.0454738,105.792649,1745050220,1745050401
-570600511#11,570600511,Ngõ 385 Đường Hoàng Quốc Việt,21.0458637,105.792646,cluster_10312567079_2105753392,1745050220
-570600511#2,570600511,Ngõ 385 Đường Hoàng Quốc Việt,21.0438569,105.7926612,cluster_1745050315_5703749340,cluster_1745050224_5703749344
-570600511#4,570600511,Ngõ 385 Đường Hoàng Quốc Việt,21.0441182,105.7926592,1745050219,cluster_1745050315_5703749340
-570600511#5,570600511,Ngõ 385 Đường Hoàng Quốc Việt,21.0443328,105.7926576,1745050221,1745050219
-570600511#6,570600511,Ngõ 385 Đường Hoàng Quốc Việt,21.0445812,105.7926556,cluster_11240256102_1745050378,1745050221
-570600511#8,570600511,Ngõ 385 Đường Hoàng Quốc Việt,21.0448956,105.7926534,1745050403,cluster_11240256102_1745050378
-570600511#9,570600511,Ngõ 385 Đường Hoàng Quốc Việt,21.0452128,105.792651,1745050401,1745050403
-59150323#1,59150323,Phố Hoàng Sâm,21.0420193,105.7993568,11240561490,5706899328
-59150323#10,59150323,Phố Hoàng Sâm,21.0455143,105.7993387,1690247034,3471347686
-59150323#11,59150323,Phố Hoàng Sâm,21.0458927,105.7993359,cluster_10312567154_445255389,1690247034
-59150323#2,59150323,Phố Hoàng Sâm,21.0425941,105.7993562,2185283220,11240561490
-59150323#3,59150323,Phố Hoàng Sâm,21.0431218,105.7993581,5703918667,2185283220
-59150323#4,59150323,Phố Hoàng Sâm,21.0433841,105.7993614,cluster_1690247025_5701719269,5703918667
-59150323#6,59150323,Phố Hoàng Sâm,21.0439941,105.7993541,1690247027,cluster_1690247025_5701719269
-59150323#7,59150323,Phố Hoàng Sâm,21.0445982,105.7993457,5701719274,1690247027
-59150323#8,59150323,Phố Hoàng Sâm,21.04495,105.7993427,1690247033,5701719274
-59150323#9,59150323,Phố Hoàng Sâm,21.0451878,105.7993409,3471347686,1690247033
-599521460#1,599521460,Ngõ 26 Phố Tô Hiệu,21.0418441,105.7908172,5703749358,cluster_10304971612_5703749361
-600018755#0,600018755,Ngõ 130 Đường Xuân Thủy,21.0388479,105.7855851,5707037525,5707037528
-600018755#1,600018755,Ngõ 130 Đường Xuân Thủy,21.0386792,105.7853917,5707037522,5707037525
-600018755#10,600018755,Ngõ 130 Đường Xuân Thủy,21.0371681,105.7853218,11747336262,5710247308
-600018755#11,600018755,Ngõ 130 Đường Xuân Thủy,21.0370118,105.7853146,5710247312,11747336262
-600018755#12,600018755,Ngõ 130 Đường Xuân Thủy,21.0368137,105.7853055,cluster_10261948233_5707037510,5710247312
-600018755#2,600018755,Ngõ 130 Đường Xuân Thủy,21.038522,105.7853843,5707037520,5707037522
-600018755#3,600018755,Ngõ 130 Đường Xuân Thủy,21.0383518,105.7853766,5707037518,5707037520
-600018755#4,600018755,Ngõ 130 Đường Xuân Thủy,21.0382115,105.78537,5707037516,5707037518
-600018755#5,600018755,Ngõ 130 Đường Xuân Thủy,21.0380527,105.7853627,5707037514,5707037516
-600018755#6,600018755,Ngõ 130 Đường Xuân Thủy,21.0378751,105.7853545,5707037524,5707037514
-600018755#7,600018755,Ngõ 130 Đường Xuân Thủy,21.0376602,105.7853445,5707037482,5707037524
-600018755#8,600018755,Ngõ 130 Đường Xuân Thủy,21.037479,105.7853362,11747336264,5707037482
-600018755#9,600018755,Ngõ 130 Đường Xuân Thủy,21.0373222,105.7853289,5710247308,11747336264
-600018765,600018765,Ngõ 27 Phố Phan Văn Trường,21.0384301,105.785688,5707037519,5707037520
-601569881,601569881,Ngõ 86 Duy Tân,21.0326596,105.7835598,1025803424,cluster_4877044533_4877044534
-601578052#10,601578052,Phố Khúc Thừa Dụ,21.0349317,105.7932736,10261948267,5710653486
-601578052#11,601578052,Phố Khúc Thừa Dụ,21.0350861,105.7933802,cluster_10260860245_10261948255_10261948259_10261948262_#9more,10261948267
-601578052#4,601578052,Phố Khúc Thừa Dụ,21.0328644,105.7917347,cluster_12292084004_13410812015,cluster_10260860266_1691398076
-601578052#5,601578052,Phố Khúc Thừa Dụ,21.0331769,105.791966,1691398059,cluster_12292084004_13410812015
-601578052#6,601578052,Phố Khúc Thừa Dụ,21.0332874,105.7920493,10260860254,1691398059
-601578052#7,601578052,Phố Khúc Thừa Dụ,21.0334338,105.7921598,10260860251,10260860254
-601578052#8,601578052,Phố Khúc Thừa Dụ,21.0335801,105.7922703,cluster_10260853666_5710551784,10260860251
-601578052#9,601578052,Phố Khúc Thừa Dụ,21.0340498,105.7926216,5710653486,cluster_10260853666_5710551784
-607823943#0,607823943,Ngõ 90,21.0332321,105.7919235,10260860257,1691398059
-607823943#1,607823943,Ngõ 90,21.0333325,105.7917705,cluster_10260853673_5717110586,10260860257
-607823943#2,607823943,Ngõ 90,21.0334331,105.7916165,cluster_10260853669_1691398151,cluster_10260853673_5717110586
-607823943#3,607823943,Ngõ 90,21.0336215,105.7913367,cluster_10260853668_10260853672_1691398166,cluster_10260853669_1691398151
-607823943#4,607823943,Ngõ 90,21.0339128,105.790806,cluster_10233068748_10260853675_10260853677_10260853681_#1more,cluster_10260853668_10260853672_1691398166
-615426398#1,615426398,Phố Trần Đăng Ninh,21.0353684,105.7935702,10261948258,cluster_10260860245_10261948255_10261948259_10261948262_#9more
-615426398#2,615426398,Phố Trần Đăng Ninh,21.0356766,105.7936862,1498129079,10261948258
-615426398#3,615426398,Phố Trần Đăng Ninh,21.0362141,105.793883,cluster_10304262513_1691398128,1498129079
-683883235#0,683883235,Ngõ 15 Phố Duy Tân,21.0293496,105.7836087,5719132642,4084724888
-683883235#1,683883235,Ngõ 15 Phố Duy Tân,21.0286376,105.7836803,cluster_10225809077_4074799405_4107104799,5719132642
-684077606#1,684077606,Ngõ 61 Phố Phạm Tuấn Tài,21.0452569,105.7861633,cluster_10248857540_9302046926,cluster_10248825769_9301760740
-684077606#2,684077606,Ngõ 61 Phố Phạm Tuấn Tài,21.0452568,105.7859543,cluster_10230750391_5701303135,cluster_10248857540_9302046926
-684077606#3,684077606,Ngõ 61 Phố Phạm Tuấn Tài,21.0452567,105.785724,cluster_10230750390_1748197989,cluster_10230750391_5701303135
-684077606#4,684077606,Ngõ 61 Phố Phạm Tuấn Tài,21.0452565,105.7854648,cluster_10248857546_5701303134,cluster_10230750390_1748197989
-684077606#5,684077606,Ngõ 61 Phố Phạm Tuấn Tài,21.0452564,105.7852432,cluster_10224737347_1748197990,cluster_10248857546_5701303134
-684081826#0,684081826,Ngõ 59 Phố Quan Hoa,21.0324718,105.8027202,7484367142,6408482841
-684081826#1,684081826,Ngõ 59 Phố Quan Hoa,21.0326603,105.8023994,7484367128,7484367142
-684081826#2,684081826,Ngõ 59 Phố Quan Hoa,21.0328171,105.8021323,1691398058,7484367128
-704890519#1,704890519,Ngõ 19 Duy Tân,21.031085,105.7818176,13088553214,cluster_4084743291_6620474986_6620503411
-704890519#2,704890519,Ngõ 19 Duy Tân,21.0308237,105.7817702,cluster_13564414736_6620503416,13088553214
-704890519#4,704890519,Ngõ 19 Duy Tân,21.0303828,105.7816933,11518387978,cluster_13564414736_6620503416
-704890519#5,704890519,Ngõ 19 Duy Tân,21.0301992,105.7816664,4084743290,11518387978
-705241732#0,705241732,Phố Trần Quốc Vượng,21.0344435,105.7819186,cluster_4084743298_6606797243,4074799409
-705486882,705486882,Ngách 76/8 Duy Tân,21.0318053,105.7841925,5430736852,5430736850
-776692700#0,776692700,Ngõ 199 Trần Quốc Hoàn,21.0406755,105.7839911,11612987684,7561352284
-776692700#1,776692700,Ngõ 199 Trần Quốc Hoàn,21.0407958,105.7839946,cluster_11612987678_5703645221,11612987684
-776692700#3,776692700,Ngõ 199 Trần Quốc Hoàn,21.0408926,105.7839974,5703641519,cluster_11612987678_5703645221
-776692700#4,776692700,Ngõ 199 Trần Quốc Hoàn,21.0409812,105.7840004,10806599643,5703641519
-776692700#5,776692700,Ngõ 199 Trần Quốc Hoàn,21.0410996,105.7840039,5703641512,10806599643
-776692700#6,776692700,Ngõ 199 Trần Quốc Hoàn,21.0412388,105.7840075,5703641514,5703641512
-776692700#7,776692700,Ngõ 199 Trần Quốc Hoàn,21.0413793,105.7840115,5703641516,5703641514
-776692700#8,776692700,Ngõ 199 Trần Quốc Hoàn,21.0415573,105.7840167,cluster_10280208117_1745050375,5703641516
-810684489#0,810684489,Phố Trần Quốc Hoàn,21.0417115,105.7843382,5703641499,cluster_10248704931_11556258287
-810684489#1,810684489,Phố Trần Quốc Hoàn,21.0417143,105.7841731,cluster_10280208117_1745050375,5703641499
-810684489#2,810684489,Phố Trần Quốc Hoàn,21.0417223,105.7838003,10248704934,cluster_10280208117_1745050375
-810684489#3,810684489,Phố Trần Quốc Hoàn,21.0417348,105.7833359,cluster_10280208112_8340567883,10248704934
-810684489#4,810684489,Phố Trần Quốc Hoàn,21.0417489,105.7828752,cluster_10280208111_2302158611,cluster_10280208112_8340567883
-810684489#5,810684489,Phố Trần Quốc Hoàn,21.0417595,105.7826128,10220780239,cluster_10280208111_2302158611
-810684489#6,810684489,Phố Trần Quốc Hoàn,21.0417724,105.7823132,cluster_10280208110_5703663375,10220780239
-810684489#7,810684489,Phố Trần Quốc Hoàn,21.0417872,105.7819185,cluster_10280208109_6408280054,cluster_10280208110_5703663375
-810684489#8,810684489,Phố Trần Quốc Hoàn,21.0418075,105.7814836,10312557507,cluster_10280208109_6408280054
-810684489#9,810684489,Phố Trần Quốc Hoàn,21.0418219,105.7812279,5703573663,10312557507
-897371658#0,897371658,Ngõ 46 Phố Trần Quốc Hoàn,21.0418187,105.7847979,10271069986,10220846268
-897371658#1,897371658,Ngõ 46 Phố Trần Quốc Hoàn,21.0420129,105.7848014,10271069988,10271069986
-897371658#2,897371658,Ngõ 46 Phố Trần Quốc Hoàn,21.0422123,105.7848052,10271069984,10271069988
-897371658#3,897371658,Ngõ 46 Phố Trần Quốc Hoàn,21.0423851,105.7848084,10271069976,10271069984
-897371658#4,897371658,Ngõ 46 Phố Trần Quốc Hoàn,21.0425487,105.7848121,cluster_1748197997_8340558475,10271069976
-947835481#0,947835481,Ngõ 92 Phố Trần Thái Tông,21.0294343,105.78615,10225916083,cluster_10225809113_1750743102
-947835481#1,947835481,Ngõ 92 Phố Trần Thái Tông,21.0293146,105.7868956,10225916081,10225916083
-958138882#0,958138882,Phố Thành Thái,21.0300486,105.789457,10230902710,1691398154
-958138882#1,958138882,Phố Thành Thái,21.0301169,105.7890303,5719258319,10230902710
-967878673,967878673,Đường Nguyễn Khánh Toàn,21.0388793,105.7964184,cluster_1498129092_317129278,cluster_10304135381_1729986397_4206777018_5707249870
1008268815#1,1008268815,Phố Đặng Thùy Trâm,21.0457271,105.7843558,cluster_10248825759_5701326811,cluster_10249211187_9301760717
1008268818#1,1008268818,Phố Phạm Tuấn Tài,21.0426994,105.7862054,1745050282,9301696793
1008268818#2,1008268818,Phố Phạm Tuấn Tài,21.0424685,105.7862013,9301696793,10226075954
1008268818#3,1008268818,Phố Phạm Tuấn Tài,21.0422597,105.7861976,10226075954,9301696792
1008268819#2,1008268819,Phố Đặng Thùy Trâm,21.0451383,105.7841524,cluster_10212401304_9301860899,9298150402
1008268819#3,1008268819,Phố Đặng Thùy Trâm,21.0450234,105.7842887,9298150402,9295064337
1008268819#4,1008268819,Phố Đặng Thùy Trâm,21.0450847,105.7843759,9295064337,9295064330
1008268819#5,1008268819,Phố Đặng Thùy Trâm,21.0451548,105.784386,9295064330,cluster_10222594116_10222624917
1008268819#6,1008268819,Phố Đặng Thùy Trâm,21.0452174,105.7843839,cluster_10222594116_10222624917,9301860892
1008268819#7,1008268819,Phố Đặng Thùy Trâm,21.0453192,105.7843473,9301860892,10241816541
1008268819#8,1008268819,Phố Đặng Thùy Trâm,21.0453427,105.7842338,10241816541,cluster_10212401304_9301860899
1010846177#0,1010846177,Đường Bưởi,21.0340798,105.8051095,419038838,cluster_10302695344_10302695347_438025538_438025543
1020811161#4,1020811161,Phố Trương Công Giai,21.0274617,105.788299,cluster_12337414877_12337414881,10225965935
1058951236,1058951236,Đường Nguyễn Văn Huyên,21.0441609,105.7974772,cluster_10304971634_1695498267,8831123400
1098003225,1098003225,Đường Phạm Văn Đồng,21.044134,105.7812638,10053861989,10053861992
1098003231#0,1098003231,Đường Phạm Văn Đồng,21.0422669,105.7811922,5703573663,10239753943
1098003231#1,1098003231,Đường Phạm Văn Đồng,21.0427699,105.7812219,10239753943,cluster_11586017153_8341753668
1098003234#0,1098003234,Đường Phạm Văn Đồng,21.042815,105.7808386,10053862002,cluster_10311334633_1735307638
1098003234#1,1098003234,Đường Phạm Văn Đồng,21.0421861,105.7807916,cluster_10311334633_1735307638,8823600689
1098003236#0,1098003236,Đường Phạm Văn Đồng,21.0432805,105.7812714,cluster_10053862001_10239740128_11586017152,cluster_11586054153_11586054154_11586054155_11586054159
1098003236#2,1098003236,Đường Phạm Văn Đồng,21.0435291,105.7812902,cluster_11586054153_11586054154_11586054155_11586054159,10053861989
1098003238#0,1098003238,Đường Phạm Văn Đồng,21.042962,105.7812494,cluster_11586017153_8341753668,cluster_10053862001_10239740128_11586017152
1098003239,1098003239,Đường Phạm Văn Đồng,21.0450997,105.7813389,10053861992,309819605
1098003241,1098003241,Đường Phạm Văn Đồng,21.0454735,105.7814699,309819605,10053862003
1117521890#0,1117521890,Phố Trần Đăng Ninh,21.0377486,105.7939065,1312645225,10304262581
1117521890#1,1117521890,Phố Trần Đăng Ninh,21.0379112,105.7935831,10304262581,cluster_10304262630_317129360
1117521891#1,1117521891,Phố Trần Đăng Ninh,21.0375343,105.7938095,10304262580,1919784863
1119584048#0,1119584048,Ngõ 133 Nguyễn Phong Sắc,21.0436051,105.7902228,10240069424,11559214265
1119584048#1,1119584048,Ngõ 133 Nguyễn Phong Sắc,21.0436054,105.7899707,11559214265,11559330580
1119584048#2,1119584048,Ngõ 133 Nguyễn Phong Sắc,21.0436059,105.7895287,11559330580,11559330582
1119584048#3,1119584048,Ngõ 133 Nguyễn Phong Sắc,21.0436062,105.7892684,11559330582,11559330584
1119584048#4,1119584048,Ngõ 133 Nguyễn Phong Sắc,21.0436064,105.7891481,11559330584,11559330598
1119584048#5,1119584048,Ngõ 133 Nguyễn Phong Sắc,21.0436343,105.7888662,11559330598,11559330589
1120555120#4,1120555120,Ngõ 1 Phạm Tuấn Tài,21.0426754,105.7846714,cluster_1748197997_8340558475,cluster_11556232676_5703641495
1120555120#6,1120555120,Ngõ 1 Phạm Tuấn Tài,21.0428572,105.7842687,cluster_11556232676_5703641495,1748197981
1120555120#7,1120555120,Ngõ 1 Phạm Tuấn Tài,21.0433486,105.7841743,1748197981,1748197993
1120555120#8,1120555120,Ngõ 1 Phạm Tuấn Tài,21.0435711,105.7841759,1748197993,5701326804
1120555120#9,1120555120,Ngõ 1 Phạm Tuấn Tài,21.0439118,105.7843166,5701326804,5701326819
1121703582#0,1121703582,Đường Cầu Giấy,21.0300918,105.8018317,2195295118,cluster_12535836850_2303337168
1121703583#0,1121703583,Đường Cầu Giấy,21.0298994,105.8016361,2195295122,cluster_12535836851_2303337172
1131469489#1,1131469489,Phố Trần Thái Tông,21.0304493,105.7882178,cluster_1221049343_1221053113_5719259322_5719259323_#6more,5719258316
1131469490#0,1131469490,Phố Trần Thái Tông,21.0301731,105.7879134,cluster_1221049343_1221053113_5719259322_5719259323_#6more,6625048129
1131469490#1,1131469490,Phố Trần Thái Tông,21.030075,105.7878887,6625048129,cluster_5719259328_5719259329
1131469490#2,1131469490,Phố Trần Thái Tông,21.0296283,105.7877862,cluster_5719259328_5719259329,1750743101
1131469490#3,1131469490,Phố Trần Thái Tông,21.0286543,105.7875586,1750743101,cluster_1692627215_6631796343_6631818423_6631818424
1131469492,1131469492,Phố Thành Thái,21.0301564,105.7885192,5719258320,5719258319
1131469493#0,1131469493,Phố Trần Thái Tông,21.0310875,105.7883663,5719258316,6625029785
1131469493#1,1131469493,Phố Trần Thái Tông,21.0316768,105.7885061,6625029785,cluster_10230902706_5719258308
1131469493#2,1131469493,Phố Trần Thái Tông,21.031722,105.7885171,cluster_10230902706_5719258308,cluster_1221130541_1707941869
1131469493#3,1131469493,Phố Trần Thái Tông,21.0318823,105.7885557,cluster_1221130541_1707941869,6625029787
1131469493#4,1131469493,Phố Trần Thái Tông,21.0324927,105.7887042,6625029787,6625029789
1131469493#5,1131469493,Phố Trần Thái Tông,21.0331285,105.7888555,6625029789,cluster_1221130549_1707941854
1131469493#6,1131469493,Phố Trần Thái Tông,21.0333494,105.7889011,cluster_1221130549_1707941854,6625014976
1131469493#7,1131469493,Phố Trần Thái Tông,21.0338701,105.7890249,6625014976,6624973472
1131469493#8,1131469493,Phố Trần Thái Tông,21.0343449,105.7891401,6624973472,cluster_1691398073_1881896646
1131469494#0,1131469494,Phố Thành Thái,21.0303093,105.7883159,5719258314,cluster_1221049343_1221053113_5719259322_5719259323_#6more
116432097#8,116432097,Phố Tôn Thất Thuyết,21.0286327,105.7810035,6629490556,6629490557
116432102#2,116432102,Phố Trần Thái Tông,21.0286122,105.787764,cluster_1692627215_6631796343_6631818423_6631818424,1221049357
1164422292#0,1164422292,Ngõ 6 Đặng Thùy Trâm,21.04499,105.7841712,9298150402,9298178949
1164422292#1,1164422292,Ngõ 6 Đặng Thùy Trâm,21.0448353,105.7841729,9298178949,10230917284
1164422292#2,1164422292,Ngõ 6 Đặng Thùy Trâm,21.0444157,105.7842788,10230917284,1748198000
1165357407#1,1165357407,Đường Cầu Giấy,21.0320268,105.7994511,6620725509,cluster_13111796888_13111796889
1165357407#2,1165357407,Đường Cầu Giấy,21.0321339,105.7993379,cluster_13111796888_13111796889,cluster_10262599685_6408225705
1165357407#3,1165357407,Đường Cầu Giấy,21.0323557,105.7990944,cluster_10262599685_6408225705,cluster_10262599684_1691398130
1165357407#4,1165357407,Đường Cầu Giấy,21.0325402,105.7989016,cluster_10262599684_1691398130,12853524032
1165357407#5,1165357407,Đường Cầu Giấy,21.0328717,105.7985592,12853524032,cluster_10262599683_442995154
1165357407#6,1165357407,Đường Cầu Giấy,21.033424,105.7979898,cluster_10262599683_442995154,11104640463
1165357407#7,1165357407,Đường Cầu Giấy,21.0336561,105.7977512,11104640463,4206777047
1169767223#0,1169767223,Đường Hoàng Quốc Việt,21.0460203,105.7841528,5698228786,cluster_10249211187_9301760717
1169767227#0,1169767227,Đường Hoàng Quốc Việt,21.0460346,105.7864747,cluster_10312567030_9301760719,10312567028
1169767227#1,1169767227,Đường Hoàng Quốc Việt,21.0460346,105.7869876,10312567028,5701566707
1169767227#2,1169767227,Đường Hoàng Quốc Việt,21.0460346,105.7881062,5701566707,cluster_10312567036_5701566646
1169767227#3,1169767227,Đường Hoàng Quốc Việt,21.0460347,105.7893812,cluster_10312567036_5701566646,1747231876
1169767227#4,1169767227,Đường Hoàng Quốc Việt,21.0460348,105.7900953,1747231876,cluster_10312567055_309819584_309819626_6587698458_#3more
1169767228#0,1169767228,Đường Hoàng Quốc Việt,21.0460553,105.7947054,cluster_10312567087_10312567108_4021678127_5701617896,10312567120
1169767228#1,1169767228,Đường Hoàng Quốc Việt,21.0460583,105.7956728,10312567120,cluster_10312567096_309819533
1169767228#2,1169767228,Đường Hoàng Quốc Việt,21.0460615,105.7968875,cluster_10312567096_309819533,cluster_10312567097_1901855171
1169767228#3,1169767228,Đường Hoàng Quốc Việt,21.0460621,105.7971937,cluster_10312567097_1901855171,7863544890
1169767229#4,1169767229,Đường Hoàng Quốc Việt,21.0460637,105.798021,cluster_10304971652_10304971656_10304971657_1747231312_#1more,7863544888
1173606571#1,1173606571,Đường La Thành,21.0283317,105.8063062,5118699241,445971568
1173606571#2,1173606571,Đường La Thành,21.0284023,105.8060225,445971568,2195296719
1173606571#3,1173606571,Đường La Thành,21.0284316,105.8059303,2195296719,6644721587
1174913972#2,1174913972,Ngõ 6 Phố Vĩnh Phúc,21.0445151,105.8064233,8299506226,4843388429
1178012524,1178012524,Cầu vượt Mai Dịch,21.039229,105.7810292,10943481552,438033682
1187539398#0,1187539398,Đường Nguyễn Văn Huyên,21.0375116,105.7976398,4206777075,cluster_10304030004_10304030005_5707359358
1187539398#2,1187539398,Đường Nguyễn Văn Huyên,21.0369823,105.7976656,cluster_10304030004_10304030005_5707359358,cluster_10304030001_4206777072
1187539398#3,1187539398,Đường Nguyễn Văn Huyên,21.0363077,105.7976541,cluster_10304030001_4206777072,cluster_12279263072_12279263084
1187539398#4,1187539398,Đường Nguyễn Văn Huyên,21.0360234,105.7976162,cluster_12279263072_12279263084,cluster_12279263064_12279263093
1187539398#5,1187539398,Đường Nguyễn Văn Huyên,21.035879,105.7975963,cluster_12279263064_12279263093,12279263098
1187539398#6,1187539398,Đường Nguyễn Văn Huyên,21.0357017,105.7975691,12279263098,12279266103
1187539398#7,1187539398,Đường Nguyễn Văn Huyên,21.0354598,105.7975321,12279266103,5710653467
1187539398#8,1187539398,Đường Nguyễn Văn Huyên,21.0348183,105.797421,5710653467,10261948332
1187539398#9,1187539398,Đường Nguyễn Văn Huyên,21.0344755,105.7973586,10261948332,4206777046
1187539399#1,1187539399,Ngõ 10 Đường Nguyễn Văn Huyên,21.0376748,105.7973391,4206777073,10304029986
1187539399#2,1187539399,Ngõ 10 Đường Nguyễn Văn Huyên,21.0376742,105.7971871,10304029986,cluster_10304135382_5707249864
1187539399#3,1187539399,Ngõ 10 Đường Nguyễn Văn Huyên,21.0376741,105.7967865,cluster_10304135382_5707249864,cluster_10304135391_1745134333
1187539399#4,1187539399,Ngõ 10 Đường Nguyễn Văn Huyên,21.0376757,105.7962683,cluster_10304135391_1745134333,cluster_11245117648_12989006355
1187539399#5,1187539399,Ngõ 10 Đường Nguyễn Văn Huyên,21.0376776,105.7958665,cluster_11245117648_12989006355,cluster_13072013441_13072013444
1187539399#6,1187539399,Ngõ 10 Đường Nguyễn Văn Huyên,21.0376794,105.7956232,cluster_13072013441_13072013444,cluster_10304135390_1745134346
1187539399#7,1187539399,Ngõ 10 Đường Nguyễn Văn Huyên,21.0377039,105.7952623,cluster_10304135390_1745134346,cluster_10304135400_10304262536
1197003490#0,1197003490,Đường La Thành,21.0284698,105.8058027,6644721587,11107112940
1197003490#1,1197003490,Đường La Thành,21.028499,105.8056782,11107112940,11107112929
1205146902#0,1205146902,Phố Thành Thái,21.0292891,105.7929011,1691398078,12549262744
1205146902#1,1205146902,Phố Thành Thái,21.0294407,105.7924213,12549262744,12272843295
1205146902#2,1205146902,Phố Thành Thái,21.0295815,105.7919688,12272843295,cluster_11167471356_1691398065
